번호,제품명,브랜드명,성분구성
77,커버스테이 쿠션 파운데이션,포니이펙트,"정제수,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,메틸트라이메티콘,메틸메타크릴레이트크로스폴리머,에틸헥실살리실레이트,트라이메틸실록시실리케이트,다이프로필렌글라이콜,변성알코올,카프릴릴메티콘,라우릴피이지-10트라이메틸실록시실릴에틸다이메티콘,나이아신아마이드,펜틸렌글라이콜,부틸렌글라이콜,캐모마일꽃추출물,유칼립투스잎추출물,라벤더꽃/잎/줄기추출물,마조람잎추출물,오레가노잎추출물,로즈마리잎추출물,세이지잎추출물,세틸피이지/피피지-10/1다이메티콘,다이카프릴릴카보네이트,마그네슘설페이트,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,폴리프로필실세스퀴옥세인,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,다이스테아다이모늄헥토라이트,스테아릭애씨드,알루미나,알루미늄하이드록사이드,트라이에톡시카프릴릴실레인,다이메티콘,다이메티콘크로스폴리머,에틸헥실글리세린,아데노신,하이드로제네이티드캐스터오일아이소스테아레이트,칼슘카보네이트,멘틸피씨에이,에틸멘탄카복사마이드,다이소듐이디티에이,페녹시에탄올,향료,적색산화철,황색산화철,흑색산화철"
78,디올스킨 포에버 플루이드 파운데이션,디올,"황색산화철,흑색산화철,향료,피이지-9폴리다이메틸실록시에틸다이메티콘,프로필렌카보네이트,페녹시에탄올,티타늄디옥사이드,토코페롤,테트라소듐이디티에이,징크글루코네이트,정제수,적색산화철,잔탄검,아이소도데케인,영실추출물,알코올,에틸헥실메톡시신나메이트,알진,알루미늄하이드록사이드,아텔로콜라겐,아크릴레이트/다이메티콘코폴리머,아라비아고무,실리카,시트로넬올,스테아릭애씨드,소듐하이알루로네이트,소듐클로라이드,소듐스테아레이트,소듐미리스토일글루타메이트,세린,비에이치티,브이피/브이에이코폴리머,부틸페닐메틸프로피오날,부틸렌글라이콜,메틸트라이메티콘,메틸메타크릴레이트크로스폴리머,마이카,리모넨,리날룰,다이페닐다이메티콘/비닐다이페닐다이메티콘/실세스퀴옥세인크로스폴리머,다이스테아다이모늄헥토라이트,다이메티콘,글리세릴운데실다이메티콘"
79,스킨 롱웨어 웨이트리스 파운데이션 SPF15 PA++(올데이 파운데이션),바비브라운,"정제수,다이메티콘,트라이메틸실록시실리케이트,세틸피이지/피피지-10/1다이메티콘,부틸렌글라이콜,에틸헥실메톡시신나메이트,글리세린,다이스테아다이모늄헥토라이트,티타늄디옥사이드,폴리글리세릴-3다이아이소스테아레이트,소듐클로라이드,슈가켈프추출물,쉐어버터,향료,아스코빌팔미테이트,토코페롤,다이메티콘크로스폴리머,메티콘,스테아릭애씨드,토코페릴아세테이트,글리세릴올리에이트,레시틴,글리세릴스테아레이트,시트릭애씨드,알루미늄하이드록사이드,탤크,다이소듐이디티에이,리날룰,소듐데하이드로아세테이트,페녹시에탄올,마이카,적색산화철,황색산화철,흑색산화철"
80,누드 핏 리퀴드 파운데이션,에스쁘아,"정제수,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,메틸메타크릴레이트크로스폴리머,메틸트라이메티콘,부틸렌글라이콜,사이클로헥사실록세인,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,세틸에틸헥사노에이트,트라이메틸실록시실리케이트,페닐트라이메티콘,피이지-10다이메티콘,징크옥사이드,아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머,아이소도데케인,다이소듐이디티에이,다이스테아다이모늄헥토라이트,소듐클로라이드,스테아릭애씨드,실리카,아데노신,아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,알루미늄하이드록사이드,에이치디아이/트라이메틸올헥실락톤크로스폴리머,에틸헥실글리세린,카퍼트라이펩타이드-1,카프릴릴글라이콜,캐모마일꽃추출물,트라이에톡시카프릴릴실레인,폴리비닐알코올,폴리솔베이트80,폴리프로필실세스퀴옥세인,하이드로제네이티드레시틴,하이드롤라이즈드산호,향료,적색산화철,황색산화철,흑색산화철"
81,프라임 프라이머 피팅 파운데이션 SPF30 PA++,바닐라코,"정제수,사이클로펜타실록세인,티타늄디옥사이드,에틸헥실메톡시신나메이트,페닐트라이메티콘,사이클로헥사실록세인,다이메티콘,피이지-10다이메티콘,C30-45알킬세테아릴다이메티콘크로스폴리머,글리세린,폴리메틸실세스퀴옥세인,다이메티콘크로스폴리머,마이카,연꽃추출물,수련꽃추출물,벚꽃추출물,장미꽃추출물,카프릴릴메티콘,솔비탄아이소스테아레이트,트라이메틸실록시실리케이트,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,마그네슘설페이트,다이스테아다이모늄헥토라이트,트라이에톡시카프릴릴실레인,프로필렌카보네이트,알루미늄하이드록사이드,스테아릭애씨드,에틸헥실글리세린,아데노신,비사보롤,다이소듐이디티에이,페녹시에탄올,포타슘솔베이트,향료,징크옥사이드,적색산화철,황색산화철,흑색산화철"
82,스킨 스타 스튜디오 메이크업,디올,"글리세린,글리세릴운데실다이메티콘,데실옥사졸리디논,데이지꽃추출물,다이메티콘,하이드로젠다이메티콘,다이메티콘/비닐다이메티콘크로스폴리머,다이스테아다이모늄헥토라이트,다이아이소스테아릴말레이트,라우로일라이신,레시틴,리날룰,리모넨,마그네슘하이드록사이드,마이카,당아욱추출물,메틸메타크릴레이트크로스폴리머,바륨설페이트,범꼬리뿌리추출물,부틸렌글라이콜,부틸페닐메틸프로피오날,비에이치티,세틸피이지/피피지-10/1다이메티콘,셀룰로오스,소듐데하이드로아세테이트,소듐라우로일아스파테이트,소듐미리스토일글루타메이트,소듐벤조에이트,소듐클로라이드,소듐토코페릴포스페이트,소듐포스페이트,스테아릭애씨드,시트로넬올,실리카,아크릴레이트/다이메티콘코폴리머,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,아프라모멈안구스티폴리움씨추출물,알루미나,알루미늄하이드록사이드,에틸헥실메톡시신나메이트,알코올,아이소도데케인,아이소프로필티타늄트라이아이소스테아레이트,적색산화철,정제수,징크클로라이드,카프릴릭/카프릭트라이글리세라이드,카프릴릴글라이콜,탤크,토코페롤,트로메타민,티타늄디옥사이드,틴옥사이드,파라크레스꽃추출물,팔미틱애씨드,페녹시에탄올,페닐트라이메티콘,펜틸렌글라이콜,포타슘솔베이트,프로필렌카보네이트,피이지-10다이메티콘,하이드로제네이티드폴리아이소부텐,하이드롤라이즈드쌀단백질,합성플루오르플로고파이트,향료,호밀추출물,황색산화철,흑색산화철"
83,선 프로텍션 스틱 파운데이션 SPF36 PA++,시세이도,"미네랄오일,폴리메틸메타크릴레이트,티타늄디옥사이드,다이메티콘,카올린,트라이에틸헥사노인,폴리에틸렌,에틸헥실메톡시신나메이트,아이런옥사이드,솔비탄세스퀴아이소스테아레이트,마이크로크리스탈린왁스,카나우바왁스,메티콘,실리카,정제수,향료,알루미나,피이지/피피지-14/7다이메틸에텔,흑색산화철,알코올,마이카,소듐마그네슘실리케이트,하이드레이티드실리카,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,알루미늄다이스테아레이트,부틸렌글라이콜,글리세린,토코페롤,삭시프라가사르멘토사추출물,하이드로젠다이메티콘,다이스테아릴다이모늄클로라이드,비에이치티,시지지움점보스리프추출물,틴옥사이드,소듐하이알루로네이트,소포라앙구스티폴리아루트추출물"
84,퍼펙팅 쿠션 브라이트닝,설화수,"감초추출물,징크옥사이드,페닐트라이메티콘,사이클로펜타실록세인,티타늄디옥사이드,에틸헥실메톡시신나메이트,부틸렌글라이콜,부틸렌글라이콜다이카프릴레이트/다이카프레이트,사이클로헥사실록세인,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,알부틴,정제수,세틸피이지/피피지-10/1다이메티콘,다이메티콘,소듐클로라이드,솔비탄아이소스테아레이트,아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,폴리메틸메타크릴레이트,알루미늄하이드록사이드,마이카,폴리실리콘-11,스테아릭애씨드,다이스테아다이모늄헥토라이트,에이치디아이/트라이메틸올헥실락톤크로스폴리머,트라이에톡시카프릴릴실레인,글리세린,카프릴릴글라이콜,페녹시에탄올,에틸헥실글리세린,알코올,다이소듐이디티에이,아데노신,진주층,소듐하이알루로네이트,실리카,프로판다이올,12헥산다이올,연꽃씨추출물,작약추출물,백합꽃/잎/줄기추출물,지황추출물,각시둥굴레뿌리줄기/뿌리추출물,산양삼추출물,꿀,중국목련나무꽃추출물,아이런옥사이드,인삼추출물,적색산화철,황색산화철,흑색산화철,향료"
85,뚜쉬 에끌라 르 땡,입생로랑,"정제수,사이클로펜타실록세인,에틸헥실메톡시신나메이트,글리세린,다이메티콘,아이소도데케인,피이지-10다이메티콘,소르비톨,비스-피이지/피피지-14/14다이메티콘,합성플루오르플로고파이트,소듐클로라이드,실리카,다이메티콘/폴리글리세린-3크로스폴리머,페녹시에탄올,메틸메타크릴레이트크로스폴리머,카프릴릴글라이콜,다이소듐스테아로일글루타메이트,다이스테아다이모늄헥토라이트,실리카실릴레이트,토코페릴아세테이트,에틸헥실글리세린,향료,알루미늄하이드록사이드,아스코빌팔미테이트,에틸헥실하이드록시스테아레이트,트라이에톡시카프릴릴실레인,다이프로필렌글라이콜,부처브룸뿌리추출물,비에이치티,소듐시트레이트,아이소프로필알코올,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철,비스머스옥시클로라이드"
86,스노우 화이트 리빌 프레쉬 트랜스퍼런시 리퀴드 파운데이션 SPF30 PA+++,디올,"글리세린,글리세릴운데실다이메티콘,다이아몬드가루,다이메티콘,하이드로젠다이메티콘,다이소듐포스페이트,다이스테아다이모늄헥토라이트,레드래그추출물,마이카,당아욱추출물,매도우스위트추출물,메틸트라이메티콘,바이오틴,부틸렌글라이콜,부틸페닐메틸프로피오날,브이피/브이에이코폴리머,비에이치티,세틸피이지/피피지-10/1다이메티콘,소듐디엔에이,소듐미리스토일글루타메이트,소듐시트레이트,소듐클로라이드,스테아릭애씨드,시트로넬올,시트릭애씨드,실리카실릴레이트,아크릴레이트/다이메티콘코폴리머,알루미늄하이드록사이드,에르고치오네인,에틸헥실메톡시신나메이트,알코올,엑토인,오크라열매추출물,아이소도데케인,자작나무수액,정제수,토코페롤,적색산화철,티타늄디옥사이드,페녹시에탄올,페닐트라이메티콘,펜타에리스리틸테트라에틸헥사노에이트,포타슘솔베이트,포타슘클로라이드,포타슘포스페이트,폴리메틸실세스퀴옥세인,프로필렌카보네이트,피이지-10다이메티콘,합성플루오르플로고파이트,향료,황색산화철,흑색산화철"
87,트루 매치 파운데이션,로레알,"정제수,다이메티콘,아이소도데케인,사이클로헥사실록세인,글리세린,피이지-10다이메티콘,메틸메타크릴레이트크로스폴리머,부틸렌글라이콜,펜틸렌글라이콜,합성플루오르플로고파이트,다이스테아다이모늄헥토라이트,하이드록시에틸피페라진에탄설포닉애씨드,세틸피이지/피피지-10/1다이메티콘,소듐클로라이드,폴리글리세릴-4아이소스테아레이트,헥실라우레이트,카프릴릴글라이콜,페녹시에탄올,다이소듐스테아로일글루타메이트,토코페롤,판테놀,알루미늄하이드록사이드,하이드록시에틸우레아,하이드레이티드실리카,메티콘,티타늄디옥사이드,적색산화철,황색산화철,흑색산화철,마이카,황색5호,청색1호,적색218호,적색202호"
88,커버 피팅 타투 파운데이션 SPF35 PA++,잉가,"정제수,티타늄디옥사이드,페닐트라이메티콘,사이클로펜타실록세인,징크옥사이드,부틸렌글라이콜,다이프로필렌글라이콜,네오펜틸글라이콜다이헵타노에이트,세틸피이지/피피지-10/1다이메티콘,부틸렌글라이콜다이카프릴레이트/다이카프레이트,나이아신아마이드,사이클로헥사실록세인,다이메티콘,소듐클로라이드,폴리글리세릴-4아이소스테아레이트,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,다이아몬드가루,자수정가루,산호가루,진주가루,토르말린,바오밥나무씨오일,아보카도오일,로즈마리잎추출물,데이지꽃추출물,헥실라우레이트,솔비탄아이소스테아레이트,알루미늄하이드록사이드,비즈왁스,스테아릭애씨드,다이스테아다이모늄헥토라이트,실리카,다이메티콘/비닐다이메티콘크로스폴리머,오조케라이트,하이드로젠다이메티콘,소듐벤조에이트,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,트라이에톡시카프릴릴실레인,프로필렌카보네이트,포타슘솔베이트,폴리하이드록시스테아릭애씨드,아데노신,에틸헥실팔미테이트,아이소프로필팔미테이트,아이소스테아릭애씨드,레시틴,폴리글리세릴-3폴리리시놀리에이트,다이소듐이디티에이,적색산화철,황색산화철,흑색산화철"
89,잉크래스팅 파운데이션 슬림핏 투고 SPF30 PA++,더페이스샵,"정제수,사이클로펜타실록세인,티타늄디옥사이드,메틸트라이메티콘,변성알코올,에틸헥실메톡시신나메이트,에틸헥실팔미테이트,트라이메틸실록시실리케이트,피이지-10다이메티콘,부틸렌글라이콜,다이스테아다이모늄헥토라이트,사이클로헥사실록세인,탤크,세틸피이지/피피지-10/1다이메티콘,판테놀,알루미늄하이드록사이드,12헥산다이올,마그네슘설페이트,징크스테아레이트,스테아릭애씨드,팔미토일프롤린,다이스테아릴다이모늄클로라이드,토코페릴아세테이트,마그네슘팔미토일글루타메이트,소듐팔미토일사코시네이트,아데노신,팔미틱애씨드,다이메티콘,바이오사카라이드검-1,합성플루오르플로고파이트,트라이에톡시카프릴릴실레인,에틸헥실글리세린,실리카,틴옥사이드,향료,마이카,적색산화철,황색산화철,흑색산화철"
90,더블웨어 쿠션스틱,에스티로더,"정제수,사이클로펜타실록세인,페닐트라이메티콘,부틸렌글라이콜,다이메티콘,세틸다이메티콘,옥틸도데실스테아로일스테아레이트,피이지/피피지-18/18다이메티콘,세틸피이지/피피지-10/1다이메티콘,피이지-10다이메티콘,마그네슘설페이트,트라이메틸실록시실리케이트,사과추출물,겐티아나추출물,흰무늬엉겅퀴추출물,루비가루,옥설,사파이어가루,진주가루,완두콩추출물,카페인,야자씨드버터,에틸헥실팔미테이트,트라이베헤닌,메틸다이하이드로자스모네이트,다이소듐엔에이디에이치,콜레스테롤,리놀레익애씨드,피토스테릴/옥틸도데실라우로일글루타메이트,글리세린,팔미토일헥사펩타이드-12,갈조추출물,수크로오스,팔미토일트라이펩타이드-1,에틸2,2-다이메틸하이드로신나몰,7-데하이드로콜레스테롤,호스테일켈프추출물,메티콘,금,하이드롤라이즈드밀단백질,에르고치오네인,아세틸카르니틴에이치씨엘,하이드롤라이즈드콜라겐,다이스테아다이모늄헥토라이트,쌀겨추출물,소듐하이알루로네이트,아미노프로필아스코빌포스페이트,글리세릴폴리메타크릴레이트,토코페릴아세테이트,징크스테아레이트,라우레스-7,피이지-8,하이드로제네이티드레시틴,솔비탄아이소스테아레이트,잔탄검,소듐클로라이드,아스코빌팔미테이트,시트릭애씨드,페네틸알코올,마그네슘아스코빌포스페이트,폴리메틸실세스퀴옥세인,트라이에톡시카프릴릴실레인,비에이치티,리날릴아세테이트,클로로자일레놀,페녹시에탄올,마이카,티타늄디옥사이드,황색산화철,적색산화철,흑색산화철,페릭페로시아나이드,비스머스옥시클로라이드,카민,울트라마린,크로뮴옥사이드그린,황색4호레이크,페릭암모늄페로시아나이드,청색1호레이크,크로뮴하이드록사이드그린"
91,아쿠아수르스 수분 플럼핑 쿠션,비오템,"정제수,메틸트라이메티콘,다이메티콘,에틸헥실메톡시신나메이트,티타늄디옥사이드,에틸헥실살리실레이트,글리세린,부틸렌글라이콜다이카프릴레이트/다이카프레이트,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,다이페닐실록시페닐트라이메티콘,부틸렌글라이콜,펜틸렌글라이콜,트라이실록세인,피이지-10다이메티콘,마그네슘설페이트,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,페녹시에탄올,다이메티콘크로스폴리머,라우로일라이신,다이스테아다이모늄헥토라이트,에틸헥실글리세린,폴리하이드록시스테아릭애씨드,스테아릭애씨드,알루미나,트라이에톡시카프릴릴실레인,레시틴,아이소프로필미리스테이트,아이소스테아릭애씨드,에틸헥실팔미테이트,아데노신,폴리글리세릴-3폴리리시놀리에이트,다이소듐이디티에이,비에이치티,토코페롤,비트레오실라발효물,향료,적색산화철,황색산화철,흑색산화철"
92,에코 소울 바운스 크림 파운데이션 SPF50 PA+++,더샘,"정제수,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,에틸헥실살리실레이트,사이클로헥사실록세인,부틸렌글라이콜,C12-15알킬벤조에이트,나이아신아마이드,옥토크릴렌,징크옥사이드,트라이메틸실록시실리케이트,피이지-30다이폴리하이드록시스테아레이트,쿼터늄-18벤토나이트,피이지-10다이메티콘,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,비스-다이글리세릴폴리아실아디페이트-2,소듐클로라이드,폴리메틸메타크릴레이트,다이메티콘,오조케라이트,카나우바왁스,황색산화철,알루미늄하이드록사이드,클로페네신,적색산화철,트라이에톡시카프릴릴실레인,스테아릭애씨드,향료,흑색산화철,빙하수,아데노신,서양장미꽃수,수박추출물,수용성콜라겐,알로에베라잎추출물,에리스리톨,자일리틸글루코사이드,무수자일리톨,자일리톨,하이드롤라이즈드콜라겐추출물,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드"
93,촉촉 무스 파운데이션(매트 무스 메이크업),캐트리스,"사이클로메티콘,티타늄디옥사이드,다이메티콘,다이메티콘크로스폴리머,페닐트라이메티콘,실리카,트라이베헤닌,사이클로헥사실록세인,황색산화철,탤크,C30-45알킬다이메티콘,C30-45올레핀,적색산화철,트라이에톡시카프릴릴실레인,페녹시에탄올,흑색산화철,메틸파라벤,메티콘,미네랄솔트,미네랄오일"
94,헬씨 믹스 세럼 파운데이션,부르주아,"정제수,다이메티콘,사이클로펜타실록세인,피이지-10다이메티콘,부틸렌글라이콜,알루미늄스타치옥테닐석시네이트,페녹시에탄올,소듐클로라이드,다이스테아다이모늄헥토라이트,다이소듐스테아로일글루타메이트,다이메티콘크로스폴리머,토코페릴아세테이트,글리세린,판테놀,알루미늄하이드록사이드,리치과피추출물,실리카,영하구기자추출물,판토락톤,석류나무추출물,포타슘솔베이트,소르빅애씨드,울트라마린,마이카,아이런옥사이드,티타늄디옥사이드,변성알코올,향료,적색산화철,황색산화철,흑색산화철"
95,프로 테일러 파운데이션 비 실크 SPF34 PA++,에스쁘아,"정제수,티타늄디옥사이드,사이클로펜타실록세인,메틸트라이메티콘,알코올,에틸헥실메톡시신나메이트,페닐트라이메티콘,부틸렌글라이콜,사이클로헥사실록세인,폴리메틸메타크릴레이트,솔비탄아이소스테아레이트,징크옥사이드,트라이메틸실록시실리케이트,소듐클로라이드,피이지/피피지-19/19다이메티콘,알루미늄하이드록사이드,다이스테아다이모늄헥토라이트,다이메티콘,나일론-12,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,트라이에톡시카프릴릴실레인,다이메티콘/피이지-10/15크로스폴리머,카프릴릴글라이콜,스테아릭애씨드,다이메티콘/비닐다이메티콘크로스폴리머,에틸헥실글리세린,녹차추출물,다이소듐이디티에이,아데노신,토코페롤,황색산화철,흑색산화철,황색산화철,향료"
96,에센스 수분광 팩트 AD SPF50+ PA+++,루나,"정제수,티타늄디옥사이드,에틸헥실메톡시신나메이트,바오밥나무잎추출물,옥토크릴렌,아이소데실네오펜타노에이트,페닐트라이메티콘,다이에틸아미노하이드록시벤조일헥실벤조에이트,다이프로필렌글라이콜,나이아신아마이드,칸데릴라왁스,다이메티콘,12헥산다이올,스쿠알란,베타-글루칸,C30-45알킬메티콘,C30-45올레핀,세틸피이지/피피지-10/1다이메티콘,브이피/헥사데센코폴리머,소듐하이알루로네이트크로스폴리머,하이드롤라이즈드글라이코사미노글리칸,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,라벤더추출물,로즈마리추출물,오레가노잎/꽃/줄기추출물,선백리향추출물,소듐글루타메이트,다이메티콘/피이지-10/15크로스폴리머,글리세린,마이카,글루타티온,테아닌,우유지질,글리세릴카프릴레이트,토코페릴아세테이트,미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이,프로판다이올,미로탐누스플라벨리폴리아잎/줄기추출물,아스코빅애씨드,시트릭애씨드,판테놀,폴리글리세릴-5폴리리시놀리에이트,아데노신,알루미나,알루미늄하이드록사이드,스테아릭애씨드,실리카,p-아니식애씨드,트라이에톡시카프릴릴실레인,트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,틴옥사이드,향료,적색산화철,황색산화철,흑색산화철"
97,테이핑 쿠션 SPF3 PA++,에스쁘아,"정제수,사이클로펜타실록세인,티타늄디옥사이드,페닐트라이메티콘,글리세린,사이클로헥사실록세인,에틸헥실메톡시신나메이트,프로판다이올,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,나이아신아마이드,트라이메틸실록시실리케이트,징크옥사이드,폴리메틸메타크릴레이트,덱스트린팔미테이트,피이지-10다이메티콘,소듐클로라이드,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,다이스테아다이모늄헥토라이트,피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,알루미늄하이드록사이드,향료,스테아릭애씨드,트라이에톡시카프릴릴실레인,카프릴릴글라이콜,에틸헥실글리세린,다이소듐이디티에이,아데노신,적색산화철,황색산화철,흑색산화철"
98,볼륨업 커버링 쿠션 SPF50+ PA+++,엔프라니,"미네랄워터,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,아이소노닐아이소노나노에이트,다이프로필렌글라이콜,나이아신아마이드,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,다이페닐실록시페닐트라이메티콘,마치현추출물,알루미늄하이드록사이드,바륨설페이트,마그네슘스테아레이트,소듐클로라이드,실리카,트라이메틸실록시실리케이트,스테아릭애씨드,아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,다이스테아다이모늄헥토라이트,스테아랄코늄헥토라이트,페녹시에탄올,트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메티콘,폴리하이드록시스테아릭애씨드,마이카,글리세릴베헤네이트,폴리글리세릴-6옥타스테아레이트,다이메티콘/비닐다이메티콘크로스폴리머,아데노신,폴리글리세릴-3폴리리시놀리에이트,수련잎세포추출물,마돈나백합잎세포추출물,푸른연꽃잎세포추출물,글리세린,카프릴하이드록사믹애씨드,다이소듐이디티에이,카프릴릭/카프릭트라이글리세라이드,다이메티콘,세틸다이메티콘,C12-15알킬벤조에이트,아스코빌테트라아이소팔미테이트,카보머,토코페롤,피이지-10레이프씨드스테롤,소듐폴리글루타메이트크로스폴리머,백금가루,적색산화철,흑색산화철,황색산화철"
99,오스모퍼 쿠션 컴팩트 스킨 실드 SPF50+ PA+++,아비브,"정제수,티타늄디옥사이드,사이클로펜타실록세인,에틸헥실메톡시신나메이트,사이클로헥사실록세인,에틸헥실살리실레이트,부틸렌글라이콜다이카프릴레이트/다이카프레이트,다이페닐실록시페닐트라이메티콘,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,글리세린,합성플루오르플로고파이트,부틸렌글라이콜,나이아신아마이드,펜틸렌글라이콜,페닐트라이메티콘,다이아이소스테아릴말레이트,다이메티콘,올리브오일,라벤더오일,베르가모트열매오일,구주소나무잎오일,일랑일랑꽃오일,로즈마리잎오일,티트리잎오일,센티드제라늄꽃오일,서양송악잎/줄기추출물,해바라기씨추출물,캐모마일꽃수,자작나무수액,녹차수,효모발효물,알로에베라잎추출물,병풀추출물,메틸트라이메티콘,피이지-10다이메티콘,아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레이트코폴리머,마그네슘설페이트,다이스테아다이모늄헥토라이트,다이메티콘/비닐다이메티콘크로스폴리머,라우로일라이신,폴리프로필실세스퀴옥세인,스테아릭애씨드,알루미나,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,에틸헥실글리세린,아데노신,소듐폴리아크릴레이트,피이지-8,피피지-1-피이지-9라우릴글라이콜에텔,파이틱애씨드,토코페롤,12헥산다이올,다이소듐이디티에이,페녹시에탄올,황색산화철,적색산화철,흑색산화철"
100,뻬르펙씨옹 뤼미에르 벨벳 SPF15,샤넬,"정제수,아이소도데케인,하이드로제네이티드폴리아이소부텐,다이메티콘,다이카프릴릴카보네이트,티타늄디옥사이드,에틸헥실메톡시신나메이트,알코올,메틸메타크릴레이트크로스폴리머,셀룰로오스,티타늄디옥사이드,피이지-9폴리다이메틸실록시에틸다이메티콘,아이소데실네오펜타노에이트,프로판다이올다이카프릴레이트,스테아랄코늄헥토라이트,알루미늄하이드록사이드,황색산화철,소듐클로라이드,다이메티콘/비스-아이소부틸피피지-20크로스폴리머,스테아릭애씨드,페녹시에탄올,프로필렌카보네이트,트라이에톡시카프릴릴실레인,향료,적색산화철,흑색산화철,탤크,소듐라우로일글루타메이트,바이오사카라이드검-1,라이신,트라이메틸실록시실리케이트/다이메티콘올크로스폴리머,마그네슘클로라이드,비에이치티,토코페롤,하이드로제네이티드레시틴,하이드레이티드실리카"
